"","non_treatment_1","non_treatment_2","non_treatment_3","control_1","control_2","control_3","siSOX10_1","siSOX10_2","siSOX10_3","siSOX10_control_1","siSOX10_control_2","siSOX10_control_3"
"ENSG00000295932.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164822.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254625.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295941.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164821.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295989.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223629.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233238.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233531.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206047.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295950.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215378.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000240247.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295971.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232039.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000239839.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234178.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206042.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164816.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255273.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290357.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284620.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234120.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000299322.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000228744.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254683.1",0,0,0,0,0,0,0,0,0,0,0,1
"ENSG00000230106.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214268.2",1,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000231930.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284614.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284728.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255025.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177306.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230045.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215374.7",0,0,1,0,2,0,0,0,0,0,0,7
"ENSG00000233132.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249005.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223885.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215373.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233295.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206034.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000230549.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236125.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000235778.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215372.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215371.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177257.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255128.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177243.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164871.18",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177023.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000187082.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186599.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000198129.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000293574.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297353.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285659.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297332.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255251.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285927.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248944.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285975.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000234749.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285687.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285765.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233176.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254796.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000308628.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284617.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000296433.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284655.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284698.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254889.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254715.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285814.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285913.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285620.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285937.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285720.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285657.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285607.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285950.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000301380.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285862.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255378.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000301357.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254776.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186572.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186562.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186579.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176782.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000178287.18",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000176797.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254543.1",4,1,1,2,3,2,2,1,2,0,2,3
"ENSG00000171711.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215356.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000229907.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225725.5",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000255211.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000237038.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000225327.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205989.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233115.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215354.10",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254229.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227013.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253881.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284606.2",0,1,2,5,4,0,1,4,1,0,2,0
"ENSG00000284603.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284661.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255459.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253893.3",2,3,1,7,7,5,1,6,4,1,3,6
"ENSG00000221305.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244427.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254311.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249188.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000291049.2",20,10,26,14,27,14,19,31,0,20,12,4
"ENSG00000173295.11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253981.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000307010.1",0,0,0,0,0,0,0,0,0,2,1,0
"ENSG00000306106.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000275342.7",8,9,14,46,17,1,7,14,6,1,19,33
"ENSG00000299020.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253505.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254153.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305749.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253130.3",0,0,0,0,0,0,0,0,0,4,0,0
"ENSG00000253343.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000263616.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000289622.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254367.6",3,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286910.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000299740.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253958.2",30,46,40,64,40,36,18,3,0,26,83,26
"ENSG00000284717.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000147324.11",157,98,126,146,170,171,147,94,110,165,102,189
"ENSG00000293372.2",6,1,0,3,1,0,1,0,0,3,0,0
"ENSG00000200713.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270966.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207244.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233609.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000298127.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104626.16",394,386,382,264,336,504,490,497,537,628,601,530
"ENSG00000263407.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSG00000239078.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000197334.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000295900.1",1,0,2,1,1,5,6,2,1,8,3,2
"ENSG00000173281.5",1389,1041,1513,1592,1537,1766,1093,1029,548,762,680,715
"ENSG00000254340.3",0,0,3,4,1,1,3,6,1,1,0,1
"ENSG00000248538.11",101,72,131,194,156,106,79,47,45,64,40,27
"ENSG00000306870.1",1,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000253252.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253887.2",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000254091.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000298955.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207415.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254237.7",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000201815.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249050.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000173273.18",713,545,879,701,723,798,1067,898,876,852,477,721
"ENSG00000253697.1",0,1,1,2,0,0,0,2,3,0,0,1
"ENSG00000207701.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000293865.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297618.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297635.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253230.12",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284321.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309875.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309891.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309740.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000260093.2",2,0,4,2,0,0,3,0,0,1,3,2
"ENSG00000175806.16",63,37,47,67,59,78,30,18,44,23,14,51
"ENSG00000309827.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSG00000285675.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309843.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309861.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285606.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309908.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249848.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253678.4",0,1,0,0,0,0,0,0,0,0,0,0
"ENSG00000261451.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253641.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000285237.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207128.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253649.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000272505.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184647.11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297206.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000304818.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000183638.6",0,0,2,0,0,0,0,0,14,0,8,0
"ENSG00000263762.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171060.11",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000212433.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171056.8",2,3,0,0,3,12,2,0,2,1,0,0
"ENSG00000258724.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000248896.4",0,0,0,0,0,0,0,1,0,4,7,0
"ENSG00000254093.10",375,262,251,332,375,182,158,169,99,181,129,79
"ENSG00000306912.1",1,0,0,0,4,5,0,2,0,0,2,0
"ENSG00000283210.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253695.3",3,1,0,2,3,7,0,0,0,1,7,0
"ENSG00000306911.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000280294.1",0,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000306950.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306935.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000171044.11",13,9,7,14,20,19,8,15,15,7,3,18
"ENSG00000296222.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000207600.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254839.1",0,0,0,0,2,0,0,0,0,0,0,0
"ENSG00000269918.1",0,0,0,1,10,0,2,0,4,3,0,1
"ENSG00000255310.2",0,0,0,0,2,0,1,1,1,20,1,6
"ENSG00000254936.4",0,0,1,0,0,0,0,0,1,0,0,0
"ENSG00000254556.1",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000231965.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270076.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000236827.3",0,0,0,0,10,0,0,1,0,0,0,0
"ENSG00000239315.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249316.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104643.11",286,219,382,228,312,265,270,210,257,368,248,305
"ENSG00000246477.3",3,3,0,0,1,1,0,1,0,0,1,0
"ENSG00000177710.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000293451.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255020.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154316.17",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000184608.10",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000242483.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199368.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154319.17",0,0,0,0,0,9,4,4,0,12,8,80
"ENSG00000284957.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000136573.17",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000269954.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000170983.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000302682.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000300442.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000304791.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000286985.3",37,9,16,14,28,12,7,7,0,0,0,0
"ENSG00000136574.20",114,93,110,132,193,49,174,126,7,107,69,79
"ENSG00000308357.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154328.17",635,412,639,604,509,632,525,441,416,674,526,970
"ENSG00000307192.1",1,1,1,0,1,2,0,1,0,0,4,3
"ENSG00000227203.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000079459.15",7214,5121,8308,8125,8141,8342,6592,6336,6020,7477,6297,8268
"ENSG00000255046.2",4,12,29,15,32,20,25,16,7,37,27,28
"ENSG00000164733.24",26690,19660,31627,25578,27148,28725,42382,44037,38738,37261,30873,37897
"ENSG00000301305.1",0,0,0,2,0,0,0,0,0,0,0,0
"ENSG00000255144.1",0,0,0,1,0,0,0,0,0,0,0,0
"ENSG00000305386.1",0,0,0,0,0,5,3,2,0,1,1,0
"ENSG00000254948.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000290829.2",1,5,2,2,0,0,1,0,2,13,1,4
"ENSG00000206014.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000287755.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205884.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205883.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205882.9",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255174.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305407.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSG00000254507.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284610.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255016.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254817.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254700.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000233050.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252029.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215343.8",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255544.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255052.6",7,0,2,15,8,5,4,8,4,8,3,16
"ENSG00000254923.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226430.7",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000223443.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254866.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000205879.5",0,0,3,0,0,0,0,0,0,0,0,0
"ENSG00000249889.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000186523.16",7,6,6,6,7,8,9,15,5,1,11,3
"ENSG00000310499.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254527.2",0,0,0,0,0,0,2,0,0,0,0,3
"ENSG00000237215.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000232948.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252535.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000215339.4",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254623.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000227888.5",83,60,65,121,118,25,56,70,68,140,124,160
"ENSG00000254423.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255556.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297187.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000242296.3",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000270074.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000251402.3",0,0,4,0,3,0,0,0,0,0,0,0
"ENSG00000250794.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000145002.14",3,6,0,2,2,1,4,6,2,8,2,2
"ENSG00000255549.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283674.5",11,2,3,15,4,0,1,7,4,2,12,2
"ENSG00000242607.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255122.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297146.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284746.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284663.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000244289.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255253.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284724.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000284613.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254581.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000177400.6",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254917.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000301987.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254724.1",0,0,0,5,0,0,0,0,0,0,0,0
"ENSG00000264512.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000154359.14",2932,2124,3067,2409,2835,2974,935,1222,611,1006,721,714
"ENSG00000266206.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000283523.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000304794.1",0,2,4,3,3,3,3,2,1,1,0,1
"ENSG00000254813.6",87,48,130,115,88,65,18,19,7,25,20,14
"ENSG00000255494.3",41,50,103,58,42,77,16,18,6,23,16,27
"ENSG00000309058.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000309077.1",12,2,11,2,0,6,0,2,0,0,0,0
"ENSG00000250305.10",59,56,131,114,94,57,22,18,0,18,16,1
"ENSG00000251468.2",0,0,3,4,8,0,0,0,0,0,2,0
"ENSG00000206996.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000303772.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000300589.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164741.16",704,469,1092,444,737,828,1227,1452,2219,2535,1604,3892
"ENSG00000287134.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000200630.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253932.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253257.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252179.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000164743.5",134,74,88,56,72,29,17,17,0,73,39,2
"ENSG00000254491.1",0,0,4,0,0,0,0,0,0,0,0,0
"ENSG00000286798.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000306005.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000299427.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255457.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000299407.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255413.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254753.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254425.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255437.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000185053.14",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000254575.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214366.4",8,18,20,16,7,24,10,6,17,7,21,23
"ENSG00000252264.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000206950.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000297751.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000252035.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255365.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305769.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000199127.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000255076.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000301307.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000305273.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000249368.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000299810.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000104723.22",3179,2561,3150,3315,3198,2884,3751,3717,3750,4288,3118,3747
"ENSG00000304219.1",8,6,6,8,8,10,1,2,0,3,2,4
"ENSG00000248423.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000250483.1",0,0,2,0,0,0,0,0,0,0,0,0
"ENSG00000287476.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000226836.5",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253648.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000038945.16",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253951.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253934.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000253496.4",2,0,6,0,0,4,1,0,0,0,0,0
"ENSG00000253184.2",0,0,0,0,1,0,0,0,0,0,0,0
"ENSG00000298491.1",0,0,3,3,2,1,0,0,0,2,0,7
"ENSG00000298514.1",0,0,0,0,0,0,3,0,0,0,0,0
"ENSG00000264092.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000078579.9",1,0,3,0,0,0,0,0,0,0,2,0
"ENSG00000289225.3",1,0,3,3,3,5,1,3,0,1,1,1
"ENSG00000155970.14",35,22,39,51,35,17,33,38,17,97,53,101
"ENSG00000249258.3",0,0,0,0,0,0,0,0,0,0,0,5
"ENSG00000244113.1",0,0,0,0,0,0,0,0,0,0,3,0
"ENSG00000298219.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSG00000104219.14",157,103,140,179,151,144,193,254,326,297,202,371
"ENSG00000198791.13",2294,1934,2520,2107,2048,2163,2230,2683,3051,2877,1975,2560
"ENSG00000289145.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000155975.11",678,563,870,798,794,696,937,977,756,1053,816,821
"ENSG00000003987.15",1,2,17,0,5,7,7,9,12,12,2,2
"ENSG00000307998.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000214607.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000302928.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000303010.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000003989.19",591,309,504,384,471,235,345,243,161,315,242,195
"ENSG00000279271.1",0,0,5,0,0,1,0,1,0,0,0,1
"ENSG00000280453.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSG00000279903.1",1,0,0,2,0,5,0,0,0,0,2,1
